id	name	type	location	team	initiationDate	finalisationDate	finalStatus
1320	Equestrian-1320	Equestrian	The Gap (Brisbane - Qld)	Team-57	2000-01-17	2001-07-28	
1321	Equestrian-1321	Equestrian	Italy	Team-20	2016-10-06	2018-05-20	
1322	Rugby union-1322	Rugby union	Roxburgh Park	Team-33	2010-05-22	2012-05-20	
1323	Canoe-1323	Canoe	Kurwongbah	Team-59	2004-07-12	2005-06-13	
1324	Boxing-1324	Boxing	Wongawilli	Team-63	2011-07-25	2013-03-24	
1325	Lacrosse-1325	Lacrosse	Point Cook	Team-49	2015-12-19	2017-06-15	
1326	Dancing-1326	Dancing	Empire Bay	Team-33	2001-01-11	2002-04-03	
1327	Rugby 7s-1327	Rugby 7s	Hampton (Vic.)	Team-85	2017-08-25	2019-06-25	
1328	Karate-1328	Karate	Warners Bay	Team-57	2006-12-25	2008-11-12	
1329	Golf-1329	Golf	Hillman	Team-69	2011-02-18	2011-09-04	
1330	Surfing-1330	Surfing	Woollahra	Team-62	2016-05-16	2018-03-21	
1331	Fencing-1331	Fencing	Armenia	Team-52	2004-06-18	2006-05-05	
1332	Archery-1332	Archery	Cremorne Point	Team-50	2010-11-27	2012-10-09	
1333	Rugby union-1333	Rugby union	Wantirna	Team-7	2000-06-10	2002-06-03	
1334	Archery-1334	Archery	Jolimont	Team-12	2003-07-08	2005-01-28	
1335	Netball-1335	Netball	Tunisia	Team-78	2002-01-11	2003-10-14	
1336	Karate-1336	Karate	Semaphore South	Team-32	2010-10-08	2012-07-02	
1337	Shooting-1337	Shooting	Calder Park	Team-13	1999-11-20	2001-11-11	
1338	Water polo-1338	Water polo	Baldivis	Team-13	2016-07-09	2017-12-13	
1339	Volleyball-1339	Volleyball	Jewells	Team-87	2006-10-10	2008-03-18	
1340	Basketball-1340	Basketball	Onkaparinga Hills	Team-94	2004-12-06	2006-05-12	
1341	Racquets-1341	Racquets	Northcote	Team-95	2005-09-01	2006-09-22	
1342	Wrestling-1342	Wrestling	Cyprus	Team-76	2015-09-11	2017-07-21	
1343	Tennis-1343	Tennis	Grovedale	Team-3	2009-11-21	2011-07-25	
1344	Canoe-1344	Canoe	Bonython	Team-79	2010-07-06	2012-05-07	
1345	Swimming-1345	Swimming	Medindie	Team-78	2006-01-11	2007-11-25	
1346	Handball-1346	Handball	Derrimut	Team-10	2000-11-22	2002-10-15	
1347	Fencing-1347	Fencing	Toolondo	Team-95	2014-04-20	2016-04-25	
1348	Handball-1348	Handball	Chittaway Bay	Team-65	2008-02-11	2008-07-08	
1349	Baseball-1349	Baseball	Randwick	Team-40	2003-08-10	2005-01-13	
1350	Basketball-1350	Basketball	Tamarama	Team-53	2007-11-07	2009-03-30	
1351	Volleyball-1351	Volleyball	Wilson	Team-3	2014-08-17	2016-04-11	
1352	Softball-1352	Softball	Dural (Hornsby - NSW)	Team-57	2001-09-21	2003-02-10	
1353	Racquets-1353	Racquets	Deagon	Team-63	2014-06-13	2015-12-21	
1354	Swimming-1354	Swimming	Thrumster	Team-86	2002-09-23	2004-07-25	
1355	Gymnastics-1355	Gymnastics	Hazelwood North	Team-32	2006-06-10	2008-05-14	
1356	Boxing-1356	Boxing	Currajong	Team-9	2014-05-01	2015-09-18	
1357	Judo-1357	Judo	Shell Cove	Team-94	2013-03-13	2013-12-04	
1358	Racquets-1358	Racquets	Salisbury (SA)	Team-82	2000-04-27	2001-12-01	
1359	Fencing-1359	Fencing	Rankin Park	Team-9	2000-12-13	2002-03-21	
1360	Lacrosse-1360	Lacrosse	Camberwell (Vic.)	Team-71	2007-04-21	2007-08-26	
1361	Cricket-1361	Cricket	Bundall	Team-90	1999-09-23	2001-06-17	
1362	Water polo-1362	Water polo	Auchenflower	Team-29	2018-06-10	2020-04-07	
1363	Squash-1363	Squash	Baldivis	Team-22	2006-03-15	2007-08-08	
1364	Swimming-1364	Swimming	St Leonards (NSW)	Team-97	2006-02-11	2008-02-11	
1365	Racquets-1365	Racquets	Clayfield	Team-83	2011-04-01	2013-03-17	
1366	Rowing-1366	Rowing	Iraq	Team-36	2002-11-24	2003-12-18	
1367	Hockey-1367	Hockey	Cannington	Team-12	2018-10-17	2020-08-13	
1368	Pentathlon-1368	Pentathlon	Windang	Team-60	2014-04-03	2016-02-04	
1369	Judo-1369	Judo	Acacia Gardens	Team-33	2016-05-04	2018-01-31	
1370	Soccer-1370	Soccer	Beverly Hills	Team-32	2016-07-22	2018-01-30	
1371	Cycling-1371	Cycling	Iran	Team-43	2017-09-27	2019-06-24	
1372	Netball-1372	Netball	Riverview (Qld)	Team-71	2016-07-14	2017-04-18	
1373	Netball-1373	Netball	Broadbeach Waters	Team-69	2014-04-19	2015-07-21	
1374	Croquet-1374	Croquet	Belli Park	Team-78	2013-01-22	2014-08-18	
1375	Cycling-1375	Cycling	Frankston	Team-25	2004-09-19	2006-07-01	
1376	Equestrian-1376	Equestrian	Pascoe Vale South	Team-14	2010-10-03	2012-06-16	
1377	Fencing-1377	Fencing	Iraq	Team-65	2003-11-23	2005-10-22	
1378	Bowling-1378	Bowling	Myola (NSW)	Team-66	2017-06-12	2019-04-04	
1379	Netball-1379	Netball	West Bathurst	Team-3	2003-11-15	2005-11-14	
1380	Pentathlon-1380	Pentathlon	Palmerston (ACT)	Team-40	2002-01-26	2003-07-08	
1381	Climbing-1381	Climbing	Freshwater Creek	Team-37	2012-06-18	2013-10-14	
1382	Sailing-1382	Sailing	Macquarie Park	Team-71	2006-03-24	2008-03-01	
1383	Volleyball-1383	Volleyball	Australind	Team-61	2013-03-21	2015-01-20	
1384	Taekwondo-1384	Taekwondo	Ningi	Team-55	2012-08-20	2014-02-06	
1385	Dancing-1385	Dancing	Holland Park West	Team-56	2010-01-19	2011-10-05	
1386	Wrestling-1386	Wrestling	Elizabeth East	Team-40	2013-02-21	2015-02-04	
1387	Volleyball-1387	Volleyball	Bendigo	Team-92	2002-07-11	2004-06-08	
1388	Volleyball-1388	Volleyball	Madagascar	Team-19	2005-10-01	2007-07-18	
1389	Tennis-1389	Tennis	Finland	Team-1	2002-05-01	2004-03-08	
1390	Boxing-1390	Boxing	Latham (ACT)	Team-23	2002-10-07	2004-07-03	
1391	Archery-1391	Archery	Wantirna South	Team-53	2006-10-17	2008-04-29	
1392	Equestrian-1392	Equestrian	Oakleigh South	Team-3	2006-09-20	2008-09-15	
1393	Golf-1393	Golf	Panania	Team-89	2003-06-14	2005-01-10	
1394	Fencing-1394	Fencing	Sandy Flat	Team-23	2010-06-23	2012-04-13	
1395	Triathlon-1395	Triathlon	Elizabeth Hills	Team-86	2018-06-20	2020-03-13	
1396	Cycling-1396	Cycling	Niger	Team-51	2009-08-27	2010-09-06	
1397	Polo-1397	Polo	Brunswick (Vic.)	Team-32	2004-07-01	2006-01-15	
1398	Pentathlon-1398	Pentathlon	Tyabb	Team-75	2001-08-01	2002-10-14	
1399	Rugby 7s-1399	Rugby 7s	Ferodale	Team-15	2013-06-01	2014-11-15	
1400	Rugby union-1400	Rugby union	Molendinar	Team-87	2014-04-12	2016-04-08	
1401	Judo-1401	Judo	Dinmore	Team-87	2010-12-14	2012-12-12	
1402	Handball-1402	Handball	Baulkham Hills	Team-69	2007-07-12	2009-06-10	
1403	Climbing-1403	Climbing	Balliang	Team-15	1999-05-12	2001-04-15	
1404	Surfing-1404	Surfing	Beaconsfield (Vic.)	Team-89	2007-05-07	2009-01-16	
1405	Karate-1405	Karate	Yarralin	Team-9	2005-09-21	2007-08-07	
1406	Soccer-1406	Soccer	Kingsford (NSW)	Team-54	2000-03-11	2001-09-02	
1407	Swimming-1407	Swimming	Narre Warren South	Team-22	2010-08-16	2011-12-21	
1408	Diving-1408	Diving	Mount Crawford	Team-21	2016-03-28	2018-03-24	
1409	Soccer-1409	Soccer	Cammeray	Team-89	2005-10-12	2006-07-26	
1410	Polo-1410	Polo	Normanhurst	Team-39	2002-07-24	2003-07-29	
1411	Weightlifting-1411	Weightlifting	Windsor (Vic.)	Team-18	2017-03-04	2018-12-28	
1412	Croquet-1412	Croquet	Brinkin	Team-48	2013-01-11	2013-02-26	
1413	Climbing-1413	Climbing	Reynella East	Team-81	2009-06-08	2011-03-25	
1414	Equestrian-1414	Equestrian	Myanmar/Burma	Team-9	2014-09-07	2016-02-16	
1415	Hockey-1415	Hockey	Highbury (SA)	Team-1	2012-07-03	2013-09-07	
1416	Hockey-1416	Hockey	Narre Warren	Team-94	2002-06-09	2004-04-16	
1417	Soccer-1417	Soccer	Doncaster	Team-75	2015-11-22	2017-10-04	
1418	Squash-1418	Squash	Forestville (NSW)	Team-11	2018-12-27	2020-12-31	
1419	Tennis-1419	Tennis	Surry Hills	Team-6	2001-10-07	2003-05-29	
1420	Lacrosse-1420	Lacrosse	Heidelberg West	Team-28	2010-10-03	2012-09-25	
1421	Soccer-1421	Soccer	Surfers Paradise	Team-71	2016-09-07	2018-07-01	
1422	Dancing-1422	Dancing	Gabon	Team-65	2015-09-28	2016-04-08	
1423	Racquets-1423	Racquets	Moorina (Qld)	Team-40	2000-05-04	2002-04-27	
1424	Hockey-1424	Hockey	Mount Pritchard	Team-21	2001-06-03	2003-05-23	
1425	Fencing-1425	Fencing	Sydenham (NSW)	Team-54	2004-10-06	2006-10-02	
1426	Lacrosse-1426	Lacrosse	Great Britain	Team-13	2000-08-12	2002-06-12	
1427	Baseball-1427	Baseball	Ardmona	Team-93	2013-07-05	2014-09-06	
1428	Track and field-1428	Track and field	Daceyville	Team-96	2008-02-09	2009-09-11	
1429	Archery-1429	Archery	Urangan	Team-52	2009-08-14	2011-05-24	
1430	Polo-1430	Polo	Cranbourne East	Team-82	2016-05-24	2018-04-01	
1431	Fencing-1431	Fencing	Cabramatta	Team-18	2009-05-07	2010-10-24	
1432	Kayak-1432	Kayak	Hackham	Team-38	2018-07-25	2020-03-27	
1433	Cricket-1433	Cricket	Watermans Bay	Team-95	2016-12-21	2018-07-22	
1434	Water polo-1434	Water polo	Donvale	Team-42	2015-10-18	2017-03-28	
1435	Taekwondo-1435	Taekwondo	Croydon (Vic.)	Team-87	2013-01-25	2014-06-11	
1436	Hockey-1436	Hockey	Sandy Beach	Team-66	2018-12-05	2019-10-26	
1437	Rugby 7s-1437	Rugby 7s	Ramsgate Beach	Team-91	2003-02-16	2005-01-08	
1438	Polo-1438	Polo	Lawson (ACT)	Team-33	2017-06-24	2018-12-27	
1439	Wrestling-1439	Wrestling	Park Holme	Team-70	2010-03-18	2011-11-01	
1440	Gymnastics-1440	Gymnastics	Cranbourne West	Team-11	2004-04-11	2005-07-16	
1441	Water polo-1441	Water polo	Mount Helena	Team-35	1999-10-24	2001-08-22	
1442	Basketball-1442	Basketball	Sheldon	Team-85	2000-04-01	2001-10-05	
1443	Cricket-1443	Cricket	Merrylands West	Team-10	2000-10-16	2002-10-03	
1444	Wrestling-1444	Wrestling	Belair	Team-9	2014-09-24	2014-10-10	
1445	Taekwondo-1445	Taekwondo	Malvern East	Team-28	2016-09-09	2016-10-03	
1446	Boxing-1446	Boxing	Warmun	Team-3	2006-03-02	2007-12-26	
1447	Badminton-1447	Badminton	Hendra	Team-50	2007-11-16	2009-10-19	
1448	Boxing-1448	Boxing	North Willoughby	Team-84	2017-06-06	2019-05-10	
1449	Fencing-1449	Fencing	Sadleir	Team-63	2001-11-02	2003-06-26	
1450	Soccer-1450	Soccer	Grange (SA)	Team-23	2011-03-25	2012-09-20	
1451	Polo-1451	Polo	Toolooa	Team-15	2018-11-01	2019-12-05	
1452	Golf-1452	Golf	Koolewong	Team-59	2015-10-06	2017-08-13	
1453	Bowling-1453	Bowling	Liverpool	Team-59	2014-07-12	2016-06-08	
1454	Softball-1454	Softball	Dunsborough	Team-46	2011-07-06	2013-07-02	
1455	Softball-1455	Softball	Port Macquarie	Team-33	2016-02-11	2017-11-21	
1456	Cricket-1456	Cricket	Lidcombe	Team-70	2007-07-10	2008-06-06	
1457	Shooting-1457	Shooting	Albanvale	Team-57	2010-09-28	2012-09-23	
1458	Netball-1458	Netball	Kings Park (NSW)	Team-94	2010-09-26	2012-08-05	
1459	Soccer-1459	Soccer	Greece	Team-19	2005-01-06	2006-09-11	
1460	Softball-1460	Softball	Ashfield (NSW)	Team-17	2011-11-16	2013-11-01	
1461	Baseball-1461	Baseball	Burns Beach	Team-75	2004-10-14	2005-03-15	
1462	Lacrosse-1462	Lacrosse	Reservoir (Vic.)	Team-83	2000-03-11	2002-03-05	
1463	Triathlon-1463	Triathlon	Coogee (NSW)	Team-78	2017-06-12	2018-10-23	
1464	Fencing-1464	Fencing	Newtown (NSW)	Team-89	2018-03-14	2020-01-02	
1465	Fencing-1465	Fencing	Eli Waters	Team-70	2017-06-17	2019-04-15	
1466	Archery-1466	Archery	Solomon Islands	Team-68	2010-04-10	2012-02-20	
1467	Cricket-1467	Cricket	Hammond Park	Team-7	2015-11-23	2016-03-24	
1468	Croquet-1468	Croquet	Guadeloupe	Team-70	2016-04-19	2017-06-14	
1469	Cycling-1469	Cycling	Miles End	Team-15	2009-10-21	2011-03-28	
1470	Dancing-1470	Dancing	Doncaster	Team-7	2005-08-19	2007-06-26	
1471	Climbing-1471	Climbing	South Morang	Team-58	2015-03-21	2016-09-06	
1472	Taekwondo-1472	Taekwondo	Echuca West	Team-8	2012-11-03	2014-10-16	
1473	Softball-1473	Softball	Noble Park North	Team-36	2005-04-16	2006-09-18	
1474	Boxing-1474	Boxing	No usual address (Vic.)	Team-4	2002-07-08	2003-11-18	
1475	Sailing-1475	Sailing	Woodcroft (NSW)	Team-64	2000-05-24	2000-12-02	
1476	Fencing-1476	Fencing	Gumlow	Team-68	2009-06-07	2010-11-30	
1477	Bowling-1477	Bowling	Parkwood (WA)	Team-47	2013-02-20	2014-08-16	
1478	Handball-1478	Handball	Papua New Guinea	Team-43	2004-05-11	2005-06-23	
1479	Swimming-1479	Swimming	Marsfield	Team-32	2013-06-24	2015-06-18	
1480	Netball-1480	Netball	Potts Point	Team-35	2018-04-05	2020-03-11	
1481	Baseball-1481	Baseball	Myanmar/Burma	Team-51	2018-02-13	2020-01-15	
1482	Sailing-1482	Sailing	Garden Island (WA)	Team-72	2011-03-13	2013-03-12	
1483	Judo-1483	Judo	Merrylands	Team-7	2006-04-10	2008-04-07	
1484	Cricket-1484	Cricket	Hunters Hill	Team-12	2005-06-27	2007-06-04	
1485	Boxing-1485	Boxing	Frenchs Forest	Team-65	2003-04-27	2005-02-23	
1486	Bowling-1486	Bowling	Port Augusta West	Team-12	1999-03-02	2000-12-03	
1487	Judo-1487	Judo	Moorabbin	Team-35	2011-03-23	2012-11-09	
1488	Rowing-1488	Rowing	Netherby (SA)	Team-88	2000-08-25	2001-03-03	
1489	Netball-1489	Netball	Woodcroft (SA)	Team-41	1999-05-17	2001-04-14	
1490	Baseball-1490	Baseball	Sunnybank	Team-87	2008-11-06	2010-10-04	
1491	Kayak-1491	Kayak	Yambuk	Team-32	2010-11-11	2012-10-21	
1492	Rowing-1492	Rowing	Truganina	Team-27	2002-06-04	2004-04-17	
1493	Rowing-1493	Rowing	Forest Lake	Team-62	1999-07-11	2001-03-24	
1494	Soccer-1494	Soccer	Bellfield (Banyule - Vic.)	Team-88	2002-09-25	2004-08-22	
1495	Pentathlon-1495	Pentathlon	Miranda (NSW)	Team-44	2012-03-24	2014-03-22	
1496	Archery-1496	Archery	Somersby	Team-53	2010-11-14	2012-11-08	
1497	Handball-1497	Handball	South Hedland	Team-74	2005-12-07	2007-05-15	
1498	Lacrosse-1498	Lacrosse	India	Team-17	2006-09-21	2007-05-31	
1499	Weightlifting-1499	Weightlifting	Redland Bay	Team-61	2008-10-11	2010-09-29	
1500	Shooting-1500	Shooting	St Albans (Vic.)	Team-61	2016-08-11	2018-02-25	
1501	Swimming-1501	Swimming	Dandenong South	Team-80	2002-08-02	2004-05-24	
1502	Netball-1502	Netball	Belhus	Team-8	2018-12-22	2020-06-06	
1503	Racquets-1503	Racquets	Colombia	Team-98	2003-12-23	2005-10-31	
1504	Track and field-1504	Track and field	South Coogee	Team-96	2010-09-13	2012-08-14	
1505	Weightlifting-1505	Weightlifting	Mount Nathan	Team-76	1999-06-12	2000-09-15	
1506	Climbing-1506	Climbing	South Africa	Team-78	2000-08-14	2002-06-29	
1507	Cycling-1507	Cycling	Pymble	Team-62	2011-09-20	2013-06-28	
1508	Pentathlon-1508	Pentathlon	Pelican Waters	Team-58	2012-03-09	2012-11-12	
1509	Judo-1509	Judo	Knoxfield	Team-20	2017-04-24	2019-02-10	
1510	Surfing-1510	Surfing	Parkes (ACT)	Team-4	2004-02-14	2005-10-03	
1511	Golf-1511	Golf	Bayswater (Vic.)	Team-43	2001-12-20	2003-12-03	
1512	Handball-1512	Handball	Mount Sheridan (Qld)	Team-32	2014-10-23	2016-10-27	
1513	Racquets-1513	Racquets	Morley	Team-22	2010-04-25	2012-04-25	
1514	Dancing-1514	Dancing	Eltham North	Team-77	2001-03-28	2002-08-17	
1515	Track and field-1515	Track and field	Sunshine West	Team-30	2015-04-07	2017-02-18	
1516	Softball-1516	Softball	Christie Downs	Team-84	2009-12-03	2011-09-14	
1517	Softball-1517	Softball	Gabon	Team-69	2000-11-05	2002-08-15	
1518	Canoe-1518	Canoe	Mornington (Vic.)	Team-12	2014-07-14	2016-07-11	
1519	Equestrian-1519	Equestrian	Croudace Bay	Team-28	2017-08-13	2019-02-23	
1520	Wrestling-1520	Wrestling	Greenwith	Team-81	2003-02-17	2003-06-10	
1521	Croquet-1521	Croquet	Boondall	Team-60	2015-08-03	2016-04-03	
1522	Surfing-1522	Surfing	Fairfield Heights	Team-60	2001-01-06	2002-12-02	
1523	Wrestling-1523	Wrestling	Surry Hills	Team-64	2007-12-11	2009-11-04	
1524	Soccer-1524	Soccer	Padstow Heights	Team-16	2006-07-10	2008-07-10	
1525	Netball-1525	Netball	Frenchs Forest	Team-46	2001-02-22	2003-01-31	
1526	Hockey-1526	Hockey	Langwarrin	Team-3	2016-09-21	2018-08-12	
1527	Pentathlon-1527	Pentathlon	East Brisbane	Team-92	2010-08-12	2012-05-23	
1528	Archery-1528	Archery	Toolondo	Team-22	2006-10-26	2008-10-25	
1529	Cycling-1529	Cycling	Riverwood	Team-7	2009-09-16	2011-06-21	
1530	Softball-1530	Softball	West Melbourne	Team-30	2017-06-20	2019-06-16	
1531	Softball-1531	Softball	Gundary	Team-3	2007-10-25	2009-07-22	
1532	Tennis-1532	Tennis	Woodlands (WA)	Team-3	2005-04-17	2007-02-06	
1533	Climbing-1533	Climbing	Biddeston	Team-40	2002-01-08	2003-12-20	
1534	Sailing-1534	Sailing	Oman	Team-57	2008-07-09	2010-05-11	
1535	Lacrosse-1535	Lacrosse	Ruse	Team-13	2014-03-05	2015-07-06	
1536	Equestrian-1536	Equestrian	Acacia Gardens	Team-73	1999-02-28	2001-02-03	
1537	Archery-1537	Archery	Parkwood (Qld)	Team-50	2007-06-06	2009-01-16	
1538	Volleyball-1538	Volleyball	Harkaway	Team-84	2004-04-24	2006-01-26	
1539	Volleyball-1539	Volleyball	Hornsby Heights	Team-47	2008-04-15	2010-03-22	
1540	Kayak-1540	Kayak	Aldinga Beach	Team-72	2005-07-06	2007-04-30	
1541	Sailing-1541	Sailing	Bannockburn (Vic.)	Team-65	2016-01-16	2017-09-27	
1542	Rugby union-1542	Rugby union	Rowville	Team-40	2013-10-24	2015-10-06	
1543	Badminton-1543	Badminton	Lesotho	Team-40	1999-03-16	2001-02-15	
1544	Softball-1544	Softball	Wyndham Vale	Team-29	2004-08-23	2006-07-14	
1545	Croquet-1545	Croquet	Butler (WA)	Team-9	2009-10-28	2011-04-17	
1546	Kayak-1546	Kayak	North Casino	Team-40	2002-08-13	2004-07-14	
1547	Track and field-1547	Track and field	Hillsborough (Lake Macquarie - NSW)	Team-16	2017-10-03	2019-09-15	
1548	Canoe-1548	Canoe	Philippines	Team-14	2002-12-27	2004-03-29	
1549	Cricket-1549	Cricket	Pakistan	Team-73	2017-07-23	2019-02-04	
1550	Polo-1550	Polo	Hamlyn Heights	Team-13	2014-05-06	2015-03-30	
1551	Equestrian-1551	Equestrian	Willetton	Team-94	2018-10-03	2020-08-10	
1552	Dancing-1552	Dancing	Parklea	Team-56	2010-10-15	2012-01-29	
1553	Softball-1553	Softball	Bankstown	Team-87	2014-04-07	2016-02-02	
1554	Karate-1554	Karate	Willung South	Team-8	2007-02-14	2009-01-14	
1555	Canoe-1555	Canoe	Watsonia North	Team-11	2012-02-27	2014-01-18	
1556	Track and field-1556	Track and field	Melrose Park (SA)	Team-21	2006-07-10	2007-12-27	
1557	Taekwondo-1557	Taekwondo	Kellerberrin	Team-5	2012-10-13	2014-09-24	
1558	Golf-1558	Golf	Essendon West	Team-96	2009-02-11	2010-10-01	
1559	Taekwondo-1559	Taekwondo	Collie (NSW)	Team-21	2005-01-09	2006-10-06	
1560	Volleyball-1560	Volleyball	Henley Beach	Team-8	2009-11-27	2010-11-03	
1561	Bowling-1561	Bowling	Carlisle	Team-63	2008-12-11	2010-07-09	
1562	Archery-1562	Archery	Seaford (Vic.)	Team-79	2001-08-22	2002-12-16	
1563	Kayak-1563	Kayak	Menai	Team-41	2011-03-19	2012-12-14	
1564	Kayak-1564	Kayak	Wirlinga	Team-46	2017-01-07	2019-01-12	
1565	Taekwondo-1565	Taekwondo	Paddys Green	Team-59	2000-03-16	2001-09-23	
1566	Bowling-1566	Bowling	Newmarket	Team-20	2002-12-09	2004-10-20	
1567	Basketball-1567	Basketball	Beverly Hills	Team-38	2014-03-16	2015-10-11	
1568	Surfing-1568	Surfing	Mount Druitt	Team-34	2010-08-01	2012-07-29	
1569	Lacrosse-1569	Lacrosse	Alice River	Team-38	2016-07-03	2017-12-14	
1570	Badminton-1570	Badminton	Mount Cotton	Team-96	2012-07-14	2013-09-12	
1571	Climbing-1571	Climbing	Munno Para West	Team-49	2010-06-15	2012-06-06	
1572	Badminton-1572	Badminton	Balwyn North	Team-7	2017-02-05	2018-09-30	
1573	Racquets-1573	Racquets	Sadliers Crossing	Team-55	2008-03-28	2010-02-27	
1574	Sailing-1574	Sailing	Greenacre	Team-20	2008-04-08	2008-11-16	
1575	Racquets-1575	Racquets	Ermington	Team-3	2006-07-23	2008-03-19	
1576	Kayak-1576	Kayak	Yagoona	Team-70	2012-02-24	2014-02-01	
1577	Fencing-1577	Fencing	Kedron	Team-46	2006-02-09	2007-02-23	
1578	Fencing-1578	Fencing	Vietnam	Team-19	2010-01-08	2011-12-04	
1579	Hockey-1579	Hockey	Point Cook	Team-67	2002-11-03	2003-04-22	
1580	Polo-1580	Polo	Hammondville	Team-88	2010-02-08	2011-10-21	
1581	Weightlifting-1581	Weightlifting	Moores Pocket	Team-86	2017-05-06	2017-10-20	
1582	Boxing-1582	Boxing	Craignish	Team-65	2016-12-07	2018-10-21	
1583	Wrestling-1583	Wrestling	Kooyong	Team-56	2011-07-03	2013-02-09	
1584	Pentathlon-1584	Pentathlon	Alfords Point	Team-23	2013-08-05	2015-07-02	
1585	Pentathlon-1585	Pentathlon	Bondi Junction	Team-35	2013-12-28	2015-09-28	
1586	Hockey-1586	Hockey	Oman	Team-27	2011-08-07	2013-07-01	
1587	Polo-1587	Polo	Mentone	Team-41	2011-10-05	2012-03-29	
1588	Weightlifting-1588	Weightlifting	Riverside (NSW)	Team-91	2017-08-11	2019-04-03	
1589	Swimming-1589	Swimming	Kingsgrove	Team-61	2012-01-27	2013-09-27	
1590	Surfing-1590	Surfing	Endeavour Hills	Team-68	2006-08-08	2008-01-15	
1591	Track and field-1591	Track and field	Oak Valley	Team-21	2004-11-14	2006-02-24	
1592	Hockey-1592	Hockey	Joondalup	Team-25	2009-10-17	2011-08-23	
1593	Climbing-1593	Climbing	Bentley (WA)	Team-74	1999-02-25	2000-11-09	
1594	Diving-1594	Diving	Robertson (Qld)	Team-6	2005-05-06	2007-04-16	
1595	Cycling-1595	Cycling	Bangalee (NSW)	Team-57	2000-09-05	2002-09-06	
1596	Fencing-1596	Fencing	Ravenhall	Team-64	2015-03-07	2017-01-17	
1597	Tennis-1597	Tennis	Boya	Team-69	2008-05-01	2010-01-16	
1598	Croquet-1598	Croquet	Keilor East	Team-66	2003-08-08	2005-08-10	
1599	Canoe-1599	Canoe	Kuraby	Team-22	2010-09-02	2012-03-31	
1600	Judo-1600	Judo	Epping (Vic.)	Team-62	2007-02-19	2009-02-09	
1601	Shooting-1601	Shooting	Baxter	Team-60	2003-07-10	2005-01-22	
1602	Shooting-1602	Shooting	USA	Team-26	2005-03-22	2005-03-29	
1603	Weightlifting-1603	Weightlifting	South Yarra	Team-36	2014-07-05	2015-07-05	
1604	Track and field-1604	Track and field	Hazelwood	Team-89	2002-05-06	2003-09-23	
1605	Golf-1605	Golf	Cherrybrook	Team-63	2007-05-10	2009-03-23	
1606	Hockey-1606	Hockey	Condon	Team-69	2008-03-25	2010-02-15	
1607	Volleyball-1607	Volleyball	Mount Vincent	Team-98	2007-11-18	2008-10-05	
1608	Judo-1608	Judo	Broadwood	Team-31	2011-08-19	2013-04-12	
1609	Netball-1609	Netball	Kureelpa	Team-39	2002-01-27	2002-07-28	
1610	Dancing-1610	Dancing	Emerald (Qld)	Team-89	2011-10-06	2013-09-22	
1611	Climbing-1611	Climbing	Nigeria	Team-80	2018-01-28	2019-05-21	
1612	Netball-1612	Netball	St Leonards (Tas.)	Team-87	2013-07-08	2014-12-06	
1613	Weightlifting-1613	Weightlifting	Hazelmere	Team-17	2004-09-23	2006-04-26	
1614	Judo-1614	Judo	Stanmore (NSW)	Team-11	2006-02-18	2007-08-25	
1615	Surfing-1615	Surfing	Bulgaria	Team-1	2005-05-10	2006-08-01	
1616	Triathlon-1616	Triathlon	Berriedale	Team-36	2011-07-18	2013-01-22	
1617	Bowling-1617	Bowling	Calder Park	Team-62	2016-01-15	2016-12-17	
1618	Rugby 7s-1618	Rugby 7s	North Toowoomba	Team-35	2018-09-25	2020-05-09	
1619	Cycling-1619	Cycling	Warner	Team-90	2012-12-22	2014-02-27	
1620	Golf-1620	Golf	Kurraba Point	Team-51	2014-11-19	2015-06-13	
1621	Hockey-1621	Hockey	Berkshire Park	Team-3	2012-09-24	2014-09-20	
1622	Karate-1622	Karate	Booral (Qld)	Team-73	2005-04-27	2006-06-16	
1623	Golf-1623	Golf	Chipping Norton	Team-11	2010-07-14	2011-10-08	
1624	Netball-1624	Netball	Fiji	Team-3	2011-11-08	2013-10-16	
1625	Rowing-1625	Rowing	Reedy Creek (Qld)	Team-84	2002-02-14	2003-11-29	
1626	Soccer-1626	Soccer	Aberfeldie	Team-72	2006-09-19	2008-08-19	
1627	Rowing-1627	Rowing	Carlton (NSW)	Team-39	1999-03-17	2000-10-03	
1628	Volleyball-1628	Volleyball	South Purrumbete	Team-31	2008-01-15	2009-09-23	
1629	Kayak-1629	Kayak	Fairfield Heights	Team-90	2010-10-07	2012-06-24	
1630	Cycling-1630	Cycling	Smithfield (SA)	Team-78	2002-12-11	2004-03-15	
1631	Archery-1631	Archery	Craigieburn	Team-24	2015-03-23	2016-01-18	
1632	Dancing-1632	Dancing	Woodcroft (NSW)	Team-64	2013-06-12	2015-06-14	
1633	Fencing-1633	Fencing	Newport (Vic.)	Team-16	2006-07-11	2008-04-16	
1634	Swimming-1634	Swimming	City	Team-92	2000-10-04	2002-07-08	
1635	Lacrosse-1635	Lacrosse	Jerrabomberra	Team-10	2009-07-02	2009-10-12	
1636	Squash-1636	Squash	Delahey	Team-55	2013-10-25	2015-08-22	
1637	Climbing-1637	Climbing	Rural View	Team-68	2001-07-26	2003-06-16	
1638	Squash-1638	Squash	Adelaide	Team-46	2018-05-05	2020-03-02	
1639	Weightlifting-1639	Weightlifting	North Turramurra	Team-50	2017-01-11	2019-01-12	
